Term_PK	Term_Name	Identifier	Is_Leaf	Definition	Comment	Parent_term_type	Parent_term_name	Parent_term_ID	GrandParent_term_type	GrandParent_term_name	GrandParent_term_ID
"MS:4000139MS1"	"MS2 ion collection time low outliers"	"MS:4000139"	"1"	"From the distribution of ion injection times (MS:1000927) for MS2, the list of outliers below a in-file defined threshold"	"Injection time distribution can be used to gauge the suitability of used instrument settings for the sample content used."	"Unknown"	"ID free metric"	"MS:4000009"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000139MS1"	"MS2 ion collection time low outliers"	"MS:4000139"	"1"	"From the distribution of ion injection times (MS:1000927) for MS2, the list of outliers below a in-file defined threshold"	"Injection time distribution can be used to gauge the suitability of used instrument settings for the sample content used."	"Unknown"	"MS2 metric"	"MS:4000022"	"IsA"	"MS metric"	"MS:4000019"
"MS:4000139MS1"	"MS2 ion collection time low outliers"	"MS:4000139"	"1"	"From the distribution of ion injection times (MS:1000927) for MS2, the list of outliers below a in-file defined threshold"	"Injection time distribution can be used to gauge the suitability of used instrument settings for the sample content used."	"HasUnits"	"millisecond"	"UO:0000028"	"IsA"	"UO:0000003"	"UO:0000003"
"MS:4000140MS1"	"MS2 ion collection time high outliers"	"MS:4000140"	"1"	"From the distribution of ion injection times (MS:1000927) for MS2, the list of outliers above a in-file defined threshold"	"Injection time distribution can be used to gauge the suitability of used instrument settings for the sample content used."	"IsA"	"n-tuple"	"MS:4000004"	"IsA"	"QC metric value type"	"MS:4000002"
"MS:4000140MS1"	"MS2 ion collection time high outliers"	"MS:4000140"	"1"	"From the distribution of ion injection times (MS:1000927) for MS2, the list of outliers above a in-file defined threshold"	"Injection time distribution can be used to gauge the suitability of used instrument settings for the sample content used."	"Unknown"	"ID free metric"	"MS:4000009"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000140MS1"	"MS2 ion collection time high outliers"	"MS:4000140"	"1"	"From the distribution of ion injection times (MS:1000927) for MS2, the list of outliers above a in-file defined threshold"	"Injection time distribution can be used to gauge the suitability of used instrument settings for the sample content used."	"Unknown"	"MS2 metric"	"MS:4000022"	"IsA"	"MS metric"	"MS:4000019"
"MS:4000140MS1"	"MS2 ion collection time high outliers"	"MS:4000140"	"1"	"From the distribution of ion injection times (MS:1000927) for MS2, the list of outliers above a in-file defined threshold"	"Injection time distribution can be used to gauge the suitability of used instrument settings for the sample content used."	"HasUnits"	"millisecond"	"UO:0000028"	"IsA"	"UO:0000003"	"UO:0000003"
"MS:4000141MS1"	"outlier threshold criterion"	"MS:4000141"	"0"	"The definition of the outlier criteria applied."	\N	"IsA"	"QC non-metric term"	"MS:4000080"	"PartOf"	"PSI-MS CV Quality Control Vocabulary"	"MS:4000000"
"MS:4000142MS1"	"Tukey's fence"	"MS:4000142"	"1"	"Defines outliers with Tukey's fence as <(Q1-x*IQR) for low outliers and >(Q3+x*IQR) for high outliers, where x is defined by the term's value. The default is x=1.5."	\N	"IsA"	"outlier threshold criterion"	"MS:4000141"	"IsA"	"QC non-metric term"	"MS:4000080"
"MS:4000143MS1"	"Tukey's fence high outliers"	"MS:4000143"	"1"	"Defines high outliers with Tukey's fence as >(Q3+x*IQR) for high outliers, where x is defined by the term's value. The default is x=1.5."	\N	"IsA"	"outlier threshold criterion"	"MS:4000141"	"IsA"	"QC non-metric term"	"MS:4000080"
"MS:4000144MS1"	"Tukey's fence low outliers"	"MS:4000144"	"1"	"Defines low outliers with Tukey's fence as <(Q1-x*IQR) for low outliers, where x is defined by the term's value. The default is x=1.5."	\N	"IsA"	"outlier threshold criterion"	"MS:4000141"	"IsA"	"QC non-metric term"	"MS:4000080"
"MS:4000145MS1"	"Z-score threshold"	"MS:4000145"	"1"	"Defines outliers with a Z-score threshold as <(-x) for low outliers and >(+x) for high outliers, where x is defined by the term's value. The default is x=3."	\N	"IsA"	"outlier threshold criterion"	"MS:4000141"	"IsA"	"QC non-metric term"	"MS:4000080"
"MS:4000146MS1"	"Z-score threshold high outliers"	"MS:4000146"	"1"	"Defines outliers with a Z-score threshold as <(-x) for low outliers and >(+x) for high outliers, where x is defined by the term's value. The default is x=3."	\N	"IsA"	"outlier threshold criterion"	"MS:4000141"	"IsA"	"QC non-metric term"	"MS:4000080"
"MS:4000147MS1"	"Z-score threshold low outliers"	"MS:4000147"	"1"	"Defines outliers with a Z-score threshold as <(-x) for low outliers and >(+x) for high outliers, where x is defined by the term's value. The default is x=3."	\N	"IsA"	"outlier threshold criterion"	"MS:4000141"	"IsA"	"QC non-metric term"	"MS:4000080"
"MS:4000148MS1"	"algorithmical threshold"	"MS:4000148"	"1"	"Defines outliers algorithmically, where a single value threshold might not be applicable or p.r.n. multivariate decision making is applied. The value of the term should name the algorithmical method used."	\N	"IsA"	"outlier threshold criterion"	"MS:4000141"	"IsA"	"QC non-metric term"	"MS:4000080"
"MS:4000149MS1"	"iRT calibration formula"	"MS:4000149"	"1"	"A polynomial formula to calibrate retention time based on iRT reference peptides. The order of the values corresponds to polynomial terms. I.e. a linear equation is represented by a two-tuple consisting of (slope, intercept). More general, the position in the n_tuple indicates the power of `x`: position `n → x^0`, position `n - 1 → x^1`, position `n - 2 → x^2`, etc."	\N	"IsA"	"n-tuple"	"MS:4000004"	"IsA"	"QC metric value type"	"MS:4000002"
"MS:4000149MS1"	"iRT calibration formula"	"MS:4000149"	"1"	"A polynomial formula to calibrate retention time based on iRT reference peptides. The order of the values corresponds to polynomial terms. I.e. a linear equation is represented by a two-tuple consisting of (slope, intercept). More general, the position in the n_tuple indicates the power of `x`: position `n → x^0`, position `n - 1 → x^1`, position `n - 2 → x^2`, etc."	\N	"Unknown"	"ID based metric"	"MS:4000008"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000149MS1"	"iRT calibration formula"	"MS:4000149"	"1"	"A polynomial formula to calibrate retention time based on iRT reference peptides. The order of the values corresponds to polynomial terms. I.e. a linear equation is represented by a two-tuple consisting of (slope, intercept). More general, the position in the n_tuple indicates the power of `x`: position `n → x^0`, position `n - 1 → x^1`, position `n - 2 → x^2`, etc."	\N	"Unknown"	"retention time metric"	"MS:4000016"	"IsA"	"QC metric"	"MS:4000001"
"MS:4000150MS1"	"iRT calibration adjusted r-squared"	"MS:4000150"	"1"	"The goodness of fit statistic between observed retention times and iRT calibrated retention times."	\N	"IsA"	"single value"	"MS:4000003"	"IsA"	"QC metric value type"	"MS:4000002"
"MS:4000150MS1"	"iRT calibration adjusted r-squared"	"MS:4000150"	"1"	"The goodness of fit statistic between observed retention times and iRT calibrated retention times."	\N	"Unknown"	"ID based metric"	"MS:4000008"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000150MS1"	"iRT calibration adjusted r-squared"	"MS:4000150"	"1"	"The goodness of fit statistic between observed retention times and iRT calibrated retention times."	\N	"Unknown"	"retention time metric"	"MS:4000016"	"IsA"	"QC metric"	"MS:4000001"
"MS:4000151MS1"	"MsQuality"	"MS:4000151"	"1"	"MsQuality – an interoperable open-source package for the calculation of standardized quality metrics of mass spectrometry data."	\N	"IsA"	"analysis software"	"MS:1001456"	"IsA"	"software"	"MS:1000531"
"MS:4000152MS1"	"MS2 precursor median m/z of identified quantification data points"	"MS:4000152"	"1"	"Median m/z value for MS2 precursors of all quantification data points after user-defined acceptance criteria are applied. These data points may be for example XIC profiles, isotopic pattern areas, or reporter ions (see MS:1001805). The used type should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The m/z distribution informs about the dynamic range of the acquisition."	"IsA"	"single value"	"MS:4000003"	"IsA"	"QC metric value type"	"MS:4000002"
"MS:4000152MS1"	"MS2 precursor median m/z of identified quantification data points"	"MS:4000152"	"1"	"Median m/z value for MS2 precursors of all quantification data points after user-defined acceptance criteria are applied. These data points may be for example XIC profiles, isotopic pattern areas, or reporter ions (see MS:1001805). The used type should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The m/z distribution informs about the dynamic range of the acquisition."	"Unknown"	"ID based metric"	"MS:4000008"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000152MS1"	"MS2 precursor median m/z of identified quantification data points"	"MS:4000152"	"1"	"Median m/z value for MS2 precursors of all quantification data points after user-defined acceptance criteria are applied. These data points may be for example XIC profiles, isotopic pattern areas, or reporter ions (see MS:1001805). The used type should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The m/z distribution informs about the dynamic range of the acquisition."	"Unknown"	"ion source metric"	"MS:4000020"	"IsA"	"MS metric"	"MS:4000019"
"MS:4000152MS1"	"MS2 precursor median m/z of identified quantification data points"	"MS:4000152"	"1"	"Median m/z value for MS2 precursors of all quantification data points after user-defined acceptance criteria are applied. These data points may be for example XIC profiles, isotopic pattern areas, or reporter ions (see MS:1001805). The used type should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The m/z distribution informs about the dynamic range of the acquisition."	"Unknown"	"MS2 metric"	"MS:4000022"	"IsA"	"MS metric"	"MS:4000019"
"MS:4000152MS1"	"MS2 precursor median m/z of identified quantification data points"	"MS:4000152"	"1"	"Median m/z value for MS2 precursors of all quantification data points after user-defined acceptance criteria are applied. These data points may be for example XIC profiles, isotopic pattern areas, or reporter ions (see MS:1001805). The used type should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The m/z distribution informs about the dynamic range of the acquisition."	"HasUnits"	"m/z"	"MS:1000040"	"IsA"	"unit"	"UO:0000000"
"MS:4000153MS1"	"interquartile RT period for identified quantification data points"	"MS:4000153"	"1"	"The interquartile retention time period, in seconds, for all quantification data points after user-defined acceptance criteria are applied over the complete run. These data points may be for example XIC profiles, isotopic pattern areas, or reporter ions (see MS:1001805). The used type should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"Longer duration may indicate a better chromatographic separation of compounds which depends, however, also on the sampling/scan rate of the MS instrument."	"IsA"	"single value"	"MS:4000003"	"IsA"	"QC metric value type"	"MS:4000002"
"MS:4000153MS1"	"interquartile RT period for identified quantification data points"	"MS:4000153"	"1"	"The interquartile retention time period, in seconds, for all quantification data points after user-defined acceptance criteria are applied over the complete run. These data points may be for example XIC profiles, isotopic pattern areas, or reporter ions (see MS:1001805). The used type should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"Longer duration may indicate a better chromatographic separation of compounds which depends, however, also on the sampling/scan rate of the MS instrument."	"Unknown"	"ID based metric"	"MS:4000008"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000153MS1"	"interquartile RT period for identified quantification data points"	"MS:4000153"	"1"	"The interquartile retention time period, in seconds, for all quantification data points after user-defined acceptance criteria are applied over the complete run. These data points may be for example XIC profiles, isotopic pattern areas, or reporter ions (see MS:1001805). The used type should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"Longer duration may indicate a better chromatographic separation of compounds which depends, however, also on the sampling/scan rate of the MS instrument."	"Unknown"	"chromatogram metric"	"MS:4000017"	"IsA"	"QC metric"	"MS:4000001"
"MS:4000153MS1"	"interquartile RT period for identified quantification data points"	"MS:4000153"	"1"	"The interquartile retention time period, in seconds, for all quantification data points after user-defined acceptance criteria are applied over the complete run. These data points may be for example XIC profiles, isotopic pattern areas, or reporter ions (see MS:1001805). The used type should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"Longer duration may indicate a better chromatographic separation of compounds which depends, however, also on the sampling/scan rate of the MS instrument."	"HasUnits"	"second"	"UO:0000010"	"IsA"	"UO:0000003"	"UO:0000003"
"MS:4000153MS1"	"interquartile RT period for identified quantification data points"	"MS:4000153"	"1"	"The interquartile retention time period, in seconds, for all quantification data points after user-defined acceptance criteria are applied over the complete run. These data points may be for example XIC profiles, isotopic pattern areas, or reporter ions (see MS:1001805). The used type should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"Longer duration may indicate a better chromatographic separation of compounds which depends, however, also on the sampling/scan rate of the MS instrument."	"HasUnits"	"second"	"UO:0000010"	"IsA"	"UO:0000045"	"UO:0000045"
"MS:4000154MS1"	"rate of the interquartile RT period for identified quantification data points"	"MS:4000154"	"1"	"The rate of identified quantification data points for the interquartile retention time period, in identified quantification data points per second. These data points may be for example XIC profiles, isotopic pattern areas, or reporter ions (see MS:1001805). The used type should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"Higher rates may indicate a more efficient sampling and identification."	"IsA"	"single value"	"MS:4000003"	"IsA"	"QC metric value type"	"MS:4000002"
"MS:4000154MS1"	"rate of the interquartile RT period for identified quantification data points"	"MS:4000154"	"1"	"The rate of identified quantification data points for the interquartile retention time period, in identified quantification data points per second. These data points may be for example XIC profiles, isotopic pattern areas, or reporter ions (see MS:1001805). The used type should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"Higher rates may indicate a more efficient sampling and identification."	"Unknown"	"ID based metric"	"MS:4000008"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000154MS1"	"rate of the interquartile RT period for identified quantification data points"	"MS:4000154"	"1"	"The rate of identified quantification data points for the interquartile retention time period, in identified quantification data points per second. These data points may be for example XIC profiles, isotopic pattern areas, or reporter ions (see MS:1001805). The used type should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"Higher rates may indicate a more efficient sampling and identification."	"Unknown"	"chromatogram metric"	"MS:4000017"	"IsA"	"QC metric"	"MS:4000001"
"MS:4000154MS1"	"rate of the interquartile RT period for identified quantification data points"	"MS:4000154"	"1"	"The rate of identified quantification data points for the interquartile retention time period, in identified quantification data points per second. These data points may be for example XIC profiles, isotopic pattern areas, or reporter ions (see MS:1001805). The used type should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"Higher rates may indicate a more efficient sampling and identification."	"HasUnits"	"hertz"	"UO:0000106"	"IsA"	"UO:0000105"	"UO:0000105"
"MS:4000155MS1"	"area under TIC"	"MS:4000155"	"1"	"The area under the total ion chromatogram."	"The metric informs about the dynamic range of the acquisition. Differences between samples of an experiment may indicate differences in the dynamic range and/or in the sample content."	"IsA"	"single value"	"MS:4000003"	"IsA"	"QC metric value type"	"MS:4000002"
"MS:4000155MS1"	"area under TIC"	"MS:4000155"	"1"	"The area under the total ion chromatogram."	"The metric informs about the dynamic range of the acquisition. Differences between samples of an experiment may indicate differences in the dynamic range and/or in the sample content."	"Unknown"	"ID free metric"	"MS:4000009"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000155MS1"	"area under TIC"	"MS:4000155"	"1"	"The area under the total ion chromatogram."	"The metric informs about the dynamic range of the acquisition. Differences between samples of an experiment may indicate differences in the dynamic range and/or in the sample content."	"Unknown"	"chromatogram metric"	"MS:4000017"	"IsA"	"QC metric"	"MS:4000001"
"MS:4000156MS1"	"area under TIC RT quantiles"	"MS:4000156"	"1"	"The area under the total ion chromatogram of the retention time quantiles. Number of quantiles are given by the n-tuple."	"The metric informs about the dynamic range of the acquisition along the chromatographic separation. Differences between samples of an experiment may indicate differences in chromatographic performance, differences in the dynamic range and/or in the sample content."	"IsA"	"n-tuple"	"MS:4000004"	"IsA"	"QC metric value type"	"MS:4000002"
"MS:4000156MS1"	"area under TIC RT quantiles"	"MS:4000156"	"1"	"The area under the total ion chromatogram of the retention time quantiles. Number of quantiles are given by the n-tuple."	"The metric informs about the dynamic range of the acquisition along the chromatographic separation. Differences between samples of an experiment may indicate differences in chromatographic performance, differences in the dynamic range and/or in the sample content."	"Unknown"	"ID free metric"	"MS:4000009"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000156MS1"	"area under TIC RT quantiles"	"MS:4000156"	"1"	"The area under the total ion chromatogram of the retention time quantiles. Number of quantiles are given by the n-tuple."	"The metric informs about the dynamic range of the acquisition along the chromatographic separation. Differences between samples of an experiment may indicate differences in chromatographic performance, differences in the dynamic range and/or in the sample content."	"Unknown"	"chromatogram metric"	"MS:4000017"	"IsA"	"QC metric"	"MS:4000001"
"MS:4000157MS1"	"extent of identified MS2 precursor intensity"	"MS:4000157"	"1"	"Ratio of 95th over 5th percentile of MS2 precursor intensity for all quantification data points after user-defined acceptance criteria are applied. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition."	"IsA"	"single value"	"MS:4000003"	"IsA"	"QC metric value type"	"MS:4000002"
"MS:4000157MS1"	"extent of identified MS2 precursor intensity"	"MS:4000157"	"1"	"Ratio of 95th over 5th percentile of MS2 precursor intensity for all quantification data points after user-defined acceptance criteria are applied. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition."	"Unknown"	"ID based metric"	"MS:4000008"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000157MS1"	"extent of identified MS2 precursor intensity"	"MS:4000157"	"1"	"Ratio of 95th over 5th percentile of MS2 precursor intensity for all quantification data points after user-defined acceptance criteria are applied. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition."	"Unknown"	"MS2 metric"	"MS:4000022"	"IsA"	"MS metric"	"MS:4000019"
"MS:4000158MS1"	"median of TIC values in the RT range in which the middle half of quantification data points are identified"	"MS:4000158"	"1"	"Median of TIC values in the RT range in which half of quantification data points are identified (RT values of Q1 to Q3 of identifications). These data points may be for example XIC profiles, isotopic pattern areas, or reporter ions (see MS:1001805). The used type should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition along the chromatographic separation."	"IsA"	"single value"	"MS:4000003"	"IsA"	"QC metric value type"	"MS:4000002"
"MS:4000158MS1"	"median of TIC values in the RT range in which the middle half of quantification data points are identified"	"MS:4000158"	"1"	"Median of TIC values in the RT range in which half of quantification data points are identified (RT values of Q1 to Q3 of identifications). These data points may be for example XIC profiles, isotopic pattern areas, or reporter ions (see MS:1001805). The used type should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition along the chromatographic separation."	"Unknown"	"ID based metric"	"MS:4000008"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000159MS1"	"median of TIC values in the shortest RT range in which half of the quantification data points are identified"	"MS:4000159"	"1"	"Median of TIC values in the shortest RT range in which half of the quantification data points are identified. These data points may be for example XIC profiles, isotopic pattern areas, or reporter ions (see MS:1001805). The used type should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition along the chromatographic separation."	"IsA"	"single value"	"MS:4000003"	"IsA"	"QC metric value type"	"MS:4000002"
"MS:4000159MS1"	"median of TIC values in the shortest RT range in which half of the quantification data points are identified"	"MS:4000159"	"1"	"Median of TIC values in the shortest RT range in which half of the quantification data points are identified. These data points may be for example XIC profiles, isotopic pattern areas, or reporter ions (see MS:1001805). The used type should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition along the chromatographic separation."	"Unknown"	"ID based metric"	"MS:4000008"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000160MS1"	"MS2 precursor intensity range"	"MS:4000160"	"1"	"Minimum and maximum MS2 precursor intensity recorded."	"The metric informs about the dynamic range of the acquisition."	"IsA"	"n-tuple"	"MS:4000004"	"IsA"	"QC metric value type"	"MS:4000002"
"MS:4000160MS1"	"MS2 precursor intensity range"	"MS:4000160"	"1"	"Minimum and maximum MS2 precursor intensity recorded."	"The metric informs about the dynamic range of the acquisition."	"Unknown"	"ID free metric"	"MS:4000009"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000160MS1"	"MS2 precursor intensity range"	"MS:4000160"	"1"	"Minimum and maximum MS2 precursor intensity recorded."	"The metric informs about the dynamic range of the acquisition."	"Unknown"	"MS2 metric"	"MS:4000022"	"IsA"	"MS metric"	"MS:4000019"
"MS:4000161MS1"	"identified MS2 precursor intensity distribution"	"MS:4000161"	"1"	"From the distribution of identified MS2 precursor intensities, the quantiles. E.g. a value triplet represents the quartiles Q1, Q2, Q3. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"IsA"	"n-tuple"	"MS:4000004"	"IsA"	"QC metric value type"	"MS:4000002"
"MS:4000161MS1"	"identified MS2 precursor intensity distribution"	"MS:4000161"	"1"	"From the distribution of identified MS2 precursor intensities, the quantiles. E.g. a value triplet represents the quartiles Q1, Q2, Q3. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"Unknown"	"ID based metric"	"MS:4000008"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000161MS1"	"identified MS2 precursor intensity distribution"	"MS:4000161"	"1"	"From the distribution of identified MS2 precursor intensities, the quantiles. E.g. a value triplet represents the quartiles Q1, Q2, Q3. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"Unknown"	"MS2 metric"	"MS:4000022"	"IsA"	"MS metric"	"MS:4000019"
"MS:4000161MS1"	"identified MS2 precursor intensity distribution"	"MS:4000161"	"1"	"From the distribution of identified MS2 precursor intensities, the quantiles. E.g. a value triplet represents the quartiles Q1, Q2, Q3. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"HasUnits"	"intensity unit"	"MS:1000043"	"IsA"	"unit"	"UO:0000000"
"MS:4000162MS1"	"unidentified MS2 precursor intensity distribution"	"MS:4000162"	"1"	"From the distribution of unidentified MS2 precursor intensities, the quantiles. E.g. a value triplet represents the quartiles Q1, Q2, Q3. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"IsA"	"n-tuple"	"MS:4000004"	"IsA"	"QC metric value type"	"MS:4000002"
"MS:4000162MS1"	"unidentified MS2 precursor intensity distribution"	"MS:4000162"	"1"	"From the distribution of unidentified MS2 precursor intensities, the quantiles. E.g. a value triplet represents the quartiles Q1, Q2, Q3. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"Unknown"	"ID based metric"	"MS:4000008"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000162MS1"	"unidentified MS2 precursor intensity distribution"	"MS:4000162"	"1"	"From the distribution of unidentified MS2 precursor intensities, the quantiles. E.g. a value triplet represents the quartiles Q1, Q2, Q3. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"Unknown"	"MS2 metric"	"MS:4000022"	"IsA"	"MS metric"	"MS:4000019"
"MS:4000162MS1"	"unidentified MS2 precursor intensity distribution"	"MS:4000162"	"1"	"From the distribution of unidentified MS2 precursor intensities, the quantiles. E.g. a value triplet represents the quartiles Q1, Q2, Q3. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"HasUnits"	"intensity unit"	"MS:1000043"	"IsA"	"unit"	"UO:0000000"
"MS:4000163MS1"	"identified MS2 precursor intensity distribution mean"	"MS:4000163"	"1"	"From the distribution of identified MS2 precursor intensities, the mean. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"IsA"	"single value"	"MS:4000003"	"IsA"	"QC metric value type"	"MS:4000002"
"MS:4000163MS1"	"identified MS2 precursor intensity distribution mean"	"MS:4000163"	"1"	"From the distribution of identified MS2 precursor intensities, the mean. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"Unknown"	"ID based metric"	"MS:4000008"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000163MS1"	"identified MS2 precursor intensity distribution mean"	"MS:4000163"	"1"	"From the distribution of identified MS2 precursor intensities, the mean. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"Unknown"	"MS2 metric"	"MS:4000022"	"IsA"	"MS metric"	"MS:4000019"
"MS:4000163MS1"	"identified MS2 precursor intensity distribution mean"	"MS:4000163"	"1"	"From the distribution of identified MS2 precursor intensities, the mean. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"HasUnits"	"intensity unit"	"MS:1000043"	"IsA"	"unit"	"UO:0000000"
"MS:4000164MS1"	"unidentified MS2 precursor intensity distribution mean"	"MS:4000164"	"1"	"From the distribution of unidentified MS2 precursor intensities, the mean. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"IsA"	"single value"	"MS:4000003"	"IsA"	"QC metric value type"	"MS:4000002"
