Term_PK	Term_Name	Identifier	Is_Leaf	Parent_term_type	Parent_term_name	Parent_term_ID	GrandParent_term_type	GrandParent_term_name	GrandParent_term_ID
MS:1003169MS1	proforma peptidoform sequence	MS:1003169	1	IsA	peptidoform sequence	MS:1000889	IsA	peptidoform attribute	MS:1003050
MS:1003170MS1	spectral library	MS:1003170	0	PartOf	Proteomics Standards Initiative Mass Spectrometry Vocabularies	MS:0000000			
MS:1003171MS1	spectral library attribute	MS:1003171	0	PartOf	spectral library	MS:1003170	PartOf	Proteomics Standards Initiative Mass Spectrometry Vocabularies	MS:0000000
MS:1003172MS1	library spectrum	MS:1003172	0	PartOf	spectral library	MS:1003170	PartOf	Proteomics Standards Initiative Mass Spectrometry Vocabularies	MS:0000000
MS:1003173MS1	numeric attribute	MS:1003173	1	IsA	object attribute	MS:1000547	PartOf	spectrum generation information	MS:1001458
MS:1003174MS1	attribute maximum	MS:1003174	1	PartOf	numeric attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003175MS1	attribute minimum	MS:1003175	1	PartOf	numeric attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003176MS1	attribute mean	MS:1003176	1	PartOf	numeric attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003177MS1	attribute standard deviation	MS:1003177	1	PartOf	numeric attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003178MS1	attribute coefficient of variation	MS:1003178	1	PartOf	numeric attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003179MS1	attribute summary value	MS:1003179	1	PartOf	numeric attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003180MS1	attribute median	MS:1003180	1	PartOf	numeric attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003181MS1	combined dissociation method	MS:1003181	0	IsA	precursor activation attribute	MS:1000510	PartOf	precursor activation	MS:1000456
MS:1003182MS1	electron-transfer/collision-induced dissociation	MS:1003182	1	IsA	combined dissociation method	MS:1003181	IsA	precursor activation attribute	MS:1000510
MS:1003183MS1	Synapt XS	MS:1003183	1	IsA	Waters instrument model	MS:1000126	IsA	instrument model	MS:1000031
MS:1003184MS1	SELECT SERIES Cyclic IMS	MS:1003184	1	IsA	Waters instrument model	MS:1000126	IsA	instrument model	MS:1000031
MS:1003185MS1	SELECT SERIES MRT	MS:1003185	1	IsA	Waters instrument model	MS:1000126	IsA	instrument model	MS:1000031
MS:1003186MS1	library format version	MS:1003186	1	IsA	spectral library attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003187MS1	library identifier	MS:1003187	1	IsA	spectral library attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003188MS1	library name	MS:1003188	1	IsA	spectral library attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003189MS1	library description	MS:1003189	1	IsA	spectral library attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003190MS1	library version	MS:1003190	1	IsA	spectral library attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003191MS1	library URI	MS:1003191	1	IsA	spectral library attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003192MS1	decoy spectrum	MS:1003192	0	IsA	spectrum origin type	MS:1003072	IsA	spectrum origin attribute	MS:1003071
MS:1003193MS1	shuffle-and-reposition decoy spectrum	MS:1003193	1	IsA	decoy spectrum	MS:1003192	IsA	spectrum origin type	MS:1003072
MS:1003194MS1	precursor shift decoy spectrum	MS:1003194	1	IsA	decoy spectrum	MS:1003192	IsA	spectrum origin type	MS:1003072
MS:1003195MS1	unnatural peptidoform decoy spectrum	MS:1003195	1	IsA	decoy spectrum	MS:1003192	IsA	spectrum origin type	MS:1003072
MS:1003196MS1	unrelated species decoy spectrum	MS:1003196	1	IsA	decoy spectrum	MS:1003192	IsA	spectrum origin type	MS:1003072
MS:1003197MS1	license URI	MS:1003197	1	IsA	spectral library attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003198MS1	copyright notice	MS:1003198	1	IsA	spectral library attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003199MS1	change log	MS:1003199	1	IsA	spectral library attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003200MS1	software version	MS:1003200	1	IsA	spectral library attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003201MS1	library provenance attribute	MS:1003201	0	IsA	spectral library attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003202MS1	BiblioSpec	MS:1003202	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1003202MS1	BiblioSpec	MS:1003202	1	IsA	library creation software	MS:1003207	IsA	software	MS:1000531
MS:1003202MS1	BiblioSpec	MS:1003202	1	IsA	library creation software	MS:1003207	IsA	spectral library attribute	MS:1003171
MS:1003203MS1	constituent spectrum file	MS:1003203	1	IsA	library provenance attribute	MS:1003201	IsA	spectral library attribute	MS:1003171
MS:1003204MS1	constituent identification file	MS:1003204	1	IsA	library provenance attribute	MS:1003201	IsA	spectral library attribute	MS:1003171
MS:1003205MS1	constituent library file	MS:1003205	1	IsA	library provenance attribute	MS:1003201	IsA	spectral library attribute	MS:1003171
MS:1003206MS1	library creation log	MS:1003206	1	IsA	library provenance attribute	MS:1003201	IsA	spectral library attribute	MS:1003171
MS:1003207MS1	library creation software	MS:1003207	0	IsA	software	MS:1000531	PartOf	Proteomics Standards Initiative Mass Spectrometry Vocabularies	MS:0000000
MS:1003207MS1	library creation software	MS:1003207	0	IsA	spectral library attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003208MS1	experimental precursor monoisotopic m/z	MS:1003208	1	IsA	ion selection attribute	MS:1000455	IsA	object attribute	MS:1000547
MS:1003208MS1	experimental precursor monoisotopic m/z	MS:1003208	1	IsA	ion selection attribute	MS:1000455	PartOf	spectrum	MS:1000442
MS:1003208MS1	experimental precursor monoisotopic m/z	MS:1003208	1	IsA	summary statistics of replicates	MS:1003295	IsA	spectrum aggregation attribute	MS:1003064
MS:1003208MS1	experimental precursor monoisotopic m/z	MS:1003208	1	HasUnits	m/z	MS:1000040	IsA	unit	UO:0000000
MS:1003209MS1	monoisotopic m/z deviation	MS:1003209	1	IsA	interpreted spectrum attribute	MS:1003078	PartOf	interpreted spectrum	MS:1003077
MS:1003209MS1	monoisotopic m/z deviation	MS:1003209	1	IsA	summary statistics of replicates	MS:1003295	IsA	spectrum aggregation attribute	MS:1003064
MS:1003209MS1	monoisotopic m/z deviation	MS:1003209	1	HasUnits	m/z	MS:1000040	IsA	unit	UO:0000000
MS:1003209MS1	monoisotopic m/z deviation	MS:1003209	1	HasUnits	parts per million	UO:0000169	IsA	UO:0000166	UO:0000166
MS:1003210MS1	average m/z deviation	MS:1003210	1	IsA	interpreted spectrum attribute	MS:1003078	PartOf	interpreted spectrum	MS:1003077
MS:1003210MS1	average m/z deviation	MS:1003210	1	IsA	summary statistics of replicates	MS:1003295	IsA	spectrum aggregation attribute	MS:1003064
MS:1003210MS1	average m/z deviation	MS:1003210	1	HasUnits	m/z	MS:1000040	IsA	unit	UO:0000000
MS:1003210MS1	average m/z deviation	MS:1003210	1	HasUnits	parts per million	UO:0000169	IsA	UO:0000166	UO:0000166
MS:1003211MS1	library spectrum attribute set	MS:1003211	0	IsA	spectral library attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003212MS1	library attribute set name	MS:1003212	1	PartOf	library spectrum attribute set	MS:1003211	IsA	spectral library attribute	MS:1003171
MS:1003212MS1	library attribute set name	MS:1003212	1	PartOf	library analyte attribute set	MS:1003238	IsA	spectral library attribute	MS:1003171
MS:1003212MS1	library attribute set name	MS:1003212	1	PartOf	library interpretation attribute set	MS:1003239	IsA	spectral library attribute	MS:1003171
MS:1003213MS1	mass spectrometry acquisition method	MS:1003213	0	IsA	data file content	MS:1000524	PartOf	source data file	MS:1000577
MS:1003213MS1	mass spectrometry acquisition method	MS:1003213	0	IsA	acquisition parameter	MS:1001954	PartOf	spectrum generation information	MS:1001458
MS:1003213MS1	mass spectrometry acquisition method	MS:1003213	0	PartOf	mass spectrometry proteomics	MS:1003350	IsA	proteomics	MS:1003348
MS:1003214MS1	mass spectrometry acquisition method aspect	MS:1003214	0	IsA	spectrum generation information	MS:1001458	PartOf	Proteomics Standards Initiative Mass Spectrometry Vocabularies	MS:0000000
MS:1003214MS1	mass spectrometry acquisition method aspect	MS:1003214	0	PartOf	mass spectrometry acquisition method	MS:1003213	IsA	data file content	MS:1000524
MS:1003214MS1	mass spectrometry acquisition method aspect	MS:1003214	0	PartOf	mass spectrometry acquisition method	MS:1003213	IsA	acquisition parameter	MS:1001954
MS:1003214MS1	mass spectrometry acquisition method aspect	MS:1003214	0	PartOf	mass spectrometry acquisition method	MS:1003213	PartOf	mass spectrometry proteomics	MS:1003350
MS:1003215MS1	data-independent acquisition	MS:1003215	0	IsA	mass spectrometry acquisition method aspect	MS:1003214	IsA	spectrum generation information	MS:1001458
MS:1003215MS1	data-independent acquisition	MS:1003215	0	IsA	mass spectrometry acquisition method aspect	MS:1003214	PartOf	mass spectrometry acquisition method	MS:1003213
MS:1003216MS1	dissociation of full mass range	MS:1003216	0	IsA	mass spectrometry acquisition method aspect	MS:1003214	IsA	spectrum generation information	MS:1001458
MS:1003216MS1	dissociation of full mass range	MS:1003216	0	IsA	mass spectrometry acquisition method aspect	MS:1003214	PartOf	mass spectrometry acquisition method	MS:1003213
MS:1003217MS1	dissociation of scanning quadrupole across a specified mass range	MS:1003217	0	IsA	mass spectrometry acquisition method aspect	MS:1003214	IsA	spectrum generation information	MS:1001458
MS:1003217MS1	dissociation of scanning quadrupole across a specified mass range	MS:1003217	0	IsA	mass spectrometry acquisition method aspect	MS:1003214	PartOf	mass spectrometry acquisition method	MS:1003213
MS:1003218MS1	dissociation of sequential mass ranges	MS:1003218	0	IsA	mass spectrometry acquisition method aspect	MS:1003214	IsA	spectrum generation information	MS:1001458
MS:1003218MS1	dissociation of sequential mass ranges	MS:1003218	0	IsA	mass spectrometry acquisition method aspect	MS:1003214	PartOf	mass spectrometry acquisition method	MS:1003213
MS:1003219MS1	ion mobility separation	MS:1003219	0	IsA	mass spectrometry acquisition method aspect	MS:1003214	IsA	spectrum generation information	MS:1001458
MS:1003219MS1	ion mobility separation	MS:1003219	0	IsA	mass spectrometry acquisition method aspect	MS:1003214	PartOf	mass spectrometry acquisition method	MS:1003213
MS:1003220MS1	adduct deconvolution	MS:1003220	1	IsA	data processing action	MS:1000543	IsA	data transformation	MS:1000452
MS:1003221MS1	data-dependent acquisition	MS:1003221	1	IsA	mass spectrometry acquisition method aspect	MS:1003214	IsA	spectrum generation information	MS:1001458
MS:1003221MS1	data-dependent acquisition	MS:1003221	1	IsA	mass spectrometry acquisition method aspect	MS:1003214	PartOf	mass spectrometry acquisition method	MS:1003213
MS:1003221MS1	data-dependent acquisition	MS:1003221	1	IsA	mass spectrometry acquisition method	MS:1003213	IsA	data file content	MS:1000524
MS:1003221MS1	data-dependent acquisition	MS:1003221	1	IsA	mass spectrometry acquisition method	MS:1003213	IsA	acquisition parameter	MS:1001954
MS:1003221MS1	data-dependent acquisition	MS:1003221	1	IsA	mass spectrometry acquisition method	MS:1003213	PartOf	mass spectrometry proteomics	MS:1003350
MS:1003222MS1	ion mobility deconvolution	MS:1003222	1	IsA	data processing action	MS:1000543	IsA	data transformation	MS:1000452
MS:1003224MS1	data independent acquisition from dissociation of sequential mass ranges	MS:1003224	1	IsA	dissociation of sequential mass ranges	MS:1003218	IsA	mass spectrometry acquisition method aspect	MS:1003214
MS:1003224MS1	data independent acquisition from dissociation of sequential mass ranges	MS:1003224	1	IsA	data-independent acquisition	MS:1003215	IsA	mass spectrometry acquisition method aspect	MS:1003214
MS:1003224MS1	data independent acquisition from dissociation of sequential mass ranges	MS:1003224	1	IsA	mass spectrometry acquisition method	MS:1003213	IsA	data file content	MS:1000524
MS:1003224MS1	data independent acquisition from dissociation of sequential mass ranges	MS:1003224	1	IsA	mass spectrometry acquisition method	MS:1003213	IsA	acquisition parameter	MS:1001954
MS:1003224MS1	data independent acquisition from dissociation of sequential mass ranges	MS:1003224	1	IsA	mass spectrometry acquisition method	MS:1003213	PartOf	mass spectrometry proteomics	MS:1003350
MS:1003225MS1	data independent acquisition from dissociation of sequential mass ranges after ion mobility separation	MS:1003225	1	IsA	dissociation of sequential mass ranges	MS:1003218	IsA	mass spectrometry acquisition method aspect	MS:1003214
MS:1003225MS1	data independent acquisition from dissociation of sequential mass ranges after ion mobility separation	MS:1003225	1	IsA	ion mobility separation	MS:1003219	IsA	mass spectrometry acquisition method aspect	MS:1003214
MS:1003225MS1	data independent acquisition from dissociation of sequential mass ranges after ion mobility separation	MS:1003225	1	IsA	data-independent acquisition	MS:1003215	IsA	mass spectrometry acquisition method aspect	MS:1003214
MS:1003225MS1	data independent acquisition from dissociation of sequential mass ranges after ion mobility separation	MS:1003225	1	IsA	mass spectrometry acquisition method	MS:1003213	IsA	data file content	MS:1000524
MS:1003225MS1	data independent acquisition from dissociation of sequential mass ranges after ion mobility separation	MS:1003225	1	IsA	mass spectrometry acquisition method	MS:1003213	IsA	acquisition parameter	MS:1001954
MS:1003225MS1	data independent acquisition from dissociation of sequential mass ranges after ion mobility separation	MS:1003225	1	IsA	mass spectrometry acquisition method	MS:1003213	PartOf	mass spectrometry proteomics	MS:1003350
MS:1003226MS1	data independent acquisition from dissociation of full mass range after ion mobility separation	MS:1003226	1	IsA	dissociation of full mass range	MS:1003216	IsA	mass spectrometry acquisition method aspect	MS:1003214
MS:1003226MS1	data independent acquisition from dissociation of full mass range after ion mobility separation	MS:1003226	1	IsA	ion mobility separation	MS:1003219	IsA	mass spectrometry acquisition method aspect	MS:1003214
MS:1003226MS1	data independent acquisition from dissociation of full mass range after ion mobility separation	MS:1003226	1	IsA	data-independent acquisition	MS:1003215	IsA	mass spectrometry acquisition method aspect	MS:1003214
MS:1003226MS1	data independent acquisition from dissociation of full mass range after ion mobility separation	MS:1003226	1	IsA	mass spectrometry acquisition method	MS:1003213	IsA	data file content	MS:1000524
MS:1003226MS1	data independent acquisition from dissociation of full mass range after ion mobility separation	MS:1003226	1	IsA	mass spectrometry acquisition method	MS:1003213	IsA	acquisition parameter	MS:1001954
MS:1003226MS1	data independent acquisition from dissociation of full mass range after ion mobility separation	MS:1003226	1	IsA	mass spectrometry acquisition method	MS:1003213	PartOf	mass spectrometry proteomics	MS:1003350
MS:1003227MS1	data independent acquisition from dissociation of full mass range	MS:1003227	1	IsA	dissociation of full mass range	MS:1003216	IsA	mass spectrometry acquisition method aspect	MS:1003214
MS:1003227MS1	data independent acquisition from dissociation of full mass range	MS:1003227	1	IsA	ion mobility separation	MS:1003219	IsA	mass spectrometry acquisition method aspect	MS:1003214
MS:1003227MS1	data independent acquisition from dissociation of full mass range	MS:1003227	1	IsA	data-independent acquisition	MS:1003215	IsA	mass spectrometry acquisition method aspect	MS:1003214
MS:1003227MS1	data independent acquisition from dissociation of full mass range	MS:1003227	1	IsA	mass spectrometry acquisition method	MS:1003213	IsA	data file content	MS:1000524
MS:1003227MS1	data independent acquisition from dissociation of full mass range	MS:1003227	1	IsA	mass spectrometry acquisition method	MS:1003213	IsA	acquisition parameter	MS:1001954
MS:1003227MS1	data independent acquisition from dissociation of full mass range	MS:1003227	1	IsA	mass spectrometry acquisition method	MS:1003213	PartOf	mass spectrometry proteomics	MS:1003350
MS:1003228MS1	data independent acquisition from dissociation of scanning quadrupole across mass range	MS:1003228	1	IsA	data-independent acquisition	MS:1003215	IsA	mass spectrometry acquisition method aspect	MS:1003214
MS:1003228MS1	data independent acquisition from dissociation of scanning quadrupole across mass range	MS:1003228	1	IsA	dissociation of scanning quadrupole across a specified mass range	MS:1003217	IsA	mass spectrometry acquisition method aspect	MS:1003214
MS:1003228MS1	data independent acquisition from dissociation of scanning quadrupole across mass range	MS:1003228	1	IsA	mass spectrometry acquisition method	MS:1003213	IsA	data file content	MS:1000524
MS:1003228MS1	data independent acquisition from dissociation of scanning quadrupole across mass range	MS:1003228	1	IsA	mass spectrometry acquisition method	MS:1003213	IsA	acquisition parameter	MS:1001954
MS:1003228MS1	data independent acquisition from dissociation of scanning quadrupole across mass range	MS:1003228	1	IsA	mass spectrometry acquisition method	MS:1003213	PartOf	mass spectrometry proteomics	MS:1003350
MS:1003229MS1	timsTOF	MS:1003229	1	IsA	Bruker Daltonics timsTOF series	MS:1003123	IsA	Bruker Daltonics instrument model	MS:1000122
MS:1003230MS1	timsTOF Pro 2	MS:1003230	1	IsA	Bruker Daltonics timsTOF series	MS:1003123	IsA	Bruker Daltonics instrument model	MS:1000122
MS:1003231MS1	timsTOF SCP	MS:1003231	1	IsA	Bruker Daltonics timsTOF series	MS:1003123	IsA	Bruker Daltonics instrument model	MS:1000122
MS:1003232MS1	PeakForest	MS:1003232	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1003232MS1	PeakForest	MS:1003232	1	IsA	library creation software	MS:1003207	IsA	software	MS:1000531
MS:1003232MS1	PeakForest	MS:1003232	1	IsA	library creation software	MS:1003207	IsA	spectral library attribute	MS:1003171
MS:1003232MS1	PeakForest	MS:1003232	1	IsA	small molecule analysis software	MS:1002878	IsA	analysis software	MS:1001456
MS:1003234MS1	library spectrum attribute	MS:1003234	0	PartOf	library spectrum	MS:1003172	PartOf	spectral library	MS:1003170
MS:1003235MS1	paper spray ionization	MS:1003235	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1003237MS1	library spectrum key	MS:1003237	1	IsA	library spectrum attribute	MS:1003234	PartOf	library spectrum	MS:1003172
MS:1003238MS1	library analyte attribute set	MS:1003238	0	IsA	spectral library attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003239MS1	library interpretation attribute set	MS:1003239	0	IsA	spectral library attribute	MS:1003171	PartOf	spectral library	MS:1003170
MS:1003240MS1	peak intensity transform	MS:1003240	0	IsA	data processing action	MS:1000543	IsA	data transformation	MS:1000452
MS:1003241MS1	square root transform	MS:1003241	1	IsA	peak intensity transform	MS:1003240	IsA	data processing action	MS:1000543
MS:1003242MS1	rank transform	MS:1003242	1	IsA	peak intensity transform	MS:1003240	IsA	data processing action	MS:1000543
MS:1003243MS1	adduct ion mass	MS:1003243	1	IsA	adduct ion property	MS:1003056	PartOf	adduct ion	MS:1000353
MS:1003244MS1	peptide accession number	MS:1003244	1	IsA	peptidoform attribute	MS:1003050	PartOf	peptidoform	MS:1003049
MS:1003245MS1	Q Exactive UHMR	MS:1003245	1	IsA	Thermo Scientific instrument model	MS:1000494	IsA	Thermo Fisher Scientific instrument model	MS:1000483
MS:1003246MS1	ultraviolet photodissociation	MS:1003246	1	IsA	photodissociation	MS:1000435	IsA	dissociation method	MS:1000044
MS:1003247MS1	negative electron transfer dissociation	MS:1003247	1	IsA	dissociation method	MS:1000044	PartOf	precursor activation	MS:1000456
MS:1003248MS1	proton transfer reaction	MS:1003248	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1003249MS1	proton transfer charge reduction	MS:1003249	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1003250MS1	count of identified peptidoforms	MS:1003250	1	IsA	peptide sequence-level result list attribute	MS:1002702	IsA	result list attribute	MS:1002699
MS:1003250MS1	count of identified peptidoforms	MS:1003250	1	IsA	single value	MS:4000003	IsA	QC metric value type	MS:4000002
MS:1003250MS1	count of identified peptidoforms	MS:1003250	1	Unknown	ID based metric	MS:4000008	IsA	QC metric category	MS:4000007
MS:1003250MS1	count of identified peptidoforms	MS:1003250	1	HasUnits	count unit	UO:0000189	IsA	UO:0000186	UO:0000186
MS:1003251MS1	count of identified spectra	MS:1003251	1	IsA	PSM-level result list attribute	MS:1002700	IsA	result list attribute	MS:1002699
MS:1003251MS1	count of identified spectra	MS:1003251	1	IsA	single value	MS:4000003	IsA	QC metric value type	MS:4000002
MS:1003251MS1	count of identified spectra	MS:1003251	1	Unknown	ID based metric	MS:4000008	IsA	QC metric category	MS:4000007
MS:1003251MS1	count of identified spectra	MS:1003251	1	HasUnits	count unit	UO:0000189	IsA	UO:0000186	UO:0000186
MS:1003252MS1	Xevo G2-XS QTof	MS:1003252	1	IsA	Waters instrument model	MS:1000126	IsA	instrument model	MS:1000031
MS:1003253MS1	DIA-NN	MS:1003253	1	IsA	quantitation software name	MS:1001139	IsA	software	MS:1000531
MS:1003253MS1	DIA-NN	MS:1003253	1	IsA	quantitation software name	MS:1001139	IsA	quantification information	MS:1001129
MS:1003253MS1	DIA-NN	MS:1003253	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1003253MS1	DIA-NN	MS:1003253	1	IsA	library creation software	MS:1003207	IsA	software	MS:1000531
MS:1003253MS1	DIA-NN	MS:1003253	1	IsA	library creation software	MS:1003207	IsA	spectral library attribute	MS:1003171
MS:1003254MS1	peak attribute	MS:1003254	0	PartOf	peak	MS:1000231	PartOf	spectrum	MS:1000442
MS:1003255MS1	pre-decharged charge state	MS:1003255	1	IsA	peak attribute	MS:1003254	PartOf	peak	MS:1000231
MS:1003256MS1	peptidoform ion attribute	MS:1003256	0	PartOf	peptidoform ion	MS:1003051	IsA	peptidoform	MS:1003049
MS:1003257MS1	library spectrum cross reference	MS:1003257	0	IsA	library spectrum attribute	MS:1003234	PartOf	library spectrum	MS:1003172
MS:1003258MS1	related spectrum	MS:1003258	0	IsA	library spectrum cross reference	MS:1003257	IsA	library spectrum attribute	MS:1003234
MS:1003259MS1	related spectrum keys	MS:1003259	1	IsA	related spectrum	MS:1003258	IsA	library spectrum cross reference	MS:1003257
MS:1003260MS1	related spectrum USI	MS:1003260	1	IsA	related spectrum	MS:1003258	IsA	library spectrum cross reference	MS:1003257
MS:1003261MS1	related spectrum description	MS:1003261	1	PartOf	related spectrum	MS:1003258	IsA	library spectrum cross reference	MS:1003257
MS:1003262MS1	similar spectrum	MS:1003262	0	IsA	library spectrum cross reference	MS:1003257	IsA	library spectrum attribute	MS:1003234
MS:1003263MS1	similar spectrum keys	MS:1003263	1	IsA	similar spectrum	MS:1003262	IsA	library spectrum cross reference	MS:1003257
MS:1003264MS1	similar spectrum USI	MS:1003264	1	IsA	similar spectrum	MS:1003262	IsA	library spectrum cross reference	MS:1003257
MS:1003265MS1	spectrum cluster	MS:1003265	0	PartOf	spectral library	MS:1003170	PartOf	Proteomics Standards Initiative Mass Spectrometry Vocabularies	MS:0000000
MS:1003266MS1	spectrum cluster attribute	MS:1003266	0	PartOf	spectrum cluster	MS:1003265	PartOf	spectral library	MS:1003170
MS:1003267MS1	spectrum cluster key	MS:1003267	1	IsA	spectrum cluster attribute	MS:1003266	PartOf	spectrum cluster	MS:1003265
MS:1003268MS1	spectrum cluster member spectrum keys	MS:1003268	1	IsA	spectrum cluster attribute	MS:1003266	PartOf	spectrum cluster	MS:1003265
MS:1003269MS1	spectrum cluster member USI	MS:1003269	1	IsA	spectrum cluster attribute	MS:1003266	PartOf	spectrum cluster	MS:1003265
MS:1003270MS1	proforma peptidoform ion notation	MS:1003270	1	IsA	peptidoform ion attribute	MS:1003256	PartOf	peptidoform ion	MS:1003051
MS:1003271MS1	peak annotation	MS:1003271	0	PartOf	peak	MS:1000231	PartOf	spectrum	MS:1000442
MS:1003272MS1	peak annotation string	MS:1003272	1	PartOf	peak annotation	MS:1003271	PartOf	peak	MS:1000231
MS:1003273MS1	peak annotation confidence	MS:1003273	1	PartOf	peak annotation	MS:1003271	PartOf	peak	MS:1000231
MS:1003274MS1	peak annotation confidence metric	MS:1003274	1	IsA	interpreted spectrum attribute	MS:1003078	PartOf	interpreted spectrum	MS:1003077
MS:1003275MS1	other attribute name	MS:1003275	1	IsA	interpreted spectrum attribute	MS:1003078	PartOf	interpreted spectrum	MS:1003077
MS:1003276MS1	other attribute value	MS:1003276	1	IsA	interpreted spectrum attribute	MS:1003078	PartOf	interpreted spectrum	MS:1003077
MS:1003277MS1	value between -1 and 1 inclusive	MS:1003277	1	IsA	domain range	MS:1002304	PartOf	Proteomics Standards Initiative Mass Spectrometry Vocabularies	MS:0000000
MS:1003278MS1	m/z variability of peak	MS:1003278	0	IsA	peak attribute	MS:1003254	PartOf	peak	MS:1000231
MS:1003279MS1	observation frequency of peak	MS:1003279	1	IsA	peak attribute	MS:1003254	PartOf	peak	MS:1000231
MS:1003280MS1	intensity variability of peak	MS:1003280	0	IsA	peak attribute	MS:1003254	PartOf	peak	MS:1000231
MS:1003281MS1	Casanovo	MS:1003281	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1003282MS1	Bruker TSF format	MS:1003282	1	IsA	mass spectrometer file format	MS:1000560	IsA	file format	MS:1001459
MS:1003283MS1	Bruker TSF nativeID format	MS:1003283	1	IsA	native spectrum identifier format	MS:1000767	PartOf	source data file	MS:1000577
MS:1003284MS1	Bruker TSF nativeID format, combined spectra	MS:1003284	1	IsA	native spectrum identifier format, combined spectra	MS:1002646	PartOf	source data file	MS:1000577
MS:1003285MS1	standard deviation of m/z values of peak among replicates	MS:1003285	1	IsA	m/z variability of peak	MS:1003278	IsA	peak attribute	MS:1003254
MS:1003286MS1	coefficient of variation of intensity of peak among replicates	MS:1003286	1	IsA	intensity variability of peak	MS:1003280	IsA	peak attribute	MS:1003254
MS:1003287MS1	standard deviation of intensity of peak among replicates	MS:1003287	1	IsA	intensity variability of peak	MS:1003280	IsA	peak attribute	MS:1003254
MS:1003288MS1	number of unassigned peaks	MS:1003288	1	IsA	interpreted spectrum attribute	MS:1003078	PartOf	interpreted spectrum	MS:1003077
MS:1003289MS1	intensity of highest unassigned peak	MS:1003289	1	IsA	interpreted spectrum attribute	MS:1003078	PartOf	interpreted spectrum	MS:1003077
MS:1003290MS1	number of unassigned peaks among top 20 peaks	MS:1003290	1	IsA	interpreted spectrum attribute	MS:1003078	PartOf	interpreted spectrum	MS:1003077
MS:1003291MS1	Luciphor deltaScore	MS:1003291	1	IsA	PTM localization PSM-level statistic	MS:1001968	IsA	PTM localization single result statistic	MS:1002689
MS:1003291MS1	Luciphor deltaScore	MS:1003291	1	HasRegExp	regular expression for modification localization scoring	MS:1002505	IsA	regular expression	MS:1002479
MS:1003292MS1	TSQ Altis Plus	MS:1003292	1	IsA	Thermo Scientific instrument model	MS:1000494	IsA	Thermo Fisher Scientific instrument model	MS:1000483
MS:1003293MS1	ZenoTOF 7600	MS:1003293	1	IsA	SCIEX instrument model	MS:1000121	IsA	instrument model	MS:1000031
MS:1003294MS1	electron activated dissociation	MS:1003294	1	IsA	electron capture dissociation	MS:1000250	IsA	dissociation method	MS:1000044
MS:1003295MS1	summary statistics of replicates	MS:1003295	0	IsA	spectrum aggregation attribute	MS:1003064	IsA	spectrum attribute	MS:1000499
MS:1003296MS1	number of replicates spectra used from source	MS:1003296	1	IsA	spectrum aggregation attribute	MS:1003064	IsA	spectrum attribute	MS:1000499
MS:1003297MS1	contributing replicate spectrum	MS:1003297	0	IsA	library spectrum cross reference	MS:1003257	IsA	library spectrum attribute	MS:1003234
MS:1003298MS1	contributing replicate spectrum keys	MS:1003298	1	PartOf	contributing replicate spectrum	MS:1003297	IsA	library spectrum cross reference	MS:1003257
MS:1003299MS1	contributing replicate spectrum USI	MS:1003299	1	PartOf	contributing replicate spectrum	MS:1003297	IsA	library spectrum cross reference	MS:1003257
MS:1003300MS1	spectrum match	MS:1003300	0	PartOf	spectrum interpretation	MS:1001000	PartOf	Proteomics Standards Initiative Mass Spectrometry Vocabularies	MS:0000000
MS:1003301MS1	peptide-spectrum match	MS:1003301	0	IsA	spectrum match	MS:1003300	PartOf	spectrum interpretation	MS:1001000
MS:1003302MS1	spectrum-spectrum match	MS:1003302	0	IsA	spectrum match	MS:1003300	PartOf	spectrum interpretation	MS:1001000
