..\docs\psi-ms_3.84.0.obo /StripQuotes /NoP /NoObsolete

Term_PK	Term_Name	Identifier	Is_Leaf	Definition
MS:1002210MS1	IsobariQ	MS:1002210	1	A quantitative software package designed for analysis of IPTL, TMT and iTRAQ data.
MS:1002211MS1	Variance stabilizing normalization	MS:1002211	1	The model incorporates data calibration (normalization), a model for the dependence of the variance on the mean intensity, and a variance stabilizing data transformation.
MS:1002212MS1	IPTL quantitation analysis	MS:1002212	1	Quantification analysis using a labelling strategy where both peptide termini are labelled so that the peptides from different labelling schema are isobaric.
MS:1002213MS1	PAnalyzer:conclusive protein	MS:1002213	1	A protein identified by at least one unique (distinct, discrete) peptide (peptides are considered different only if they can be distinguished by evidence in mass spectrum).
MS:1002214MS1	PAnalyzer:indistinguishable protein	MS:1002214	1	A member of a group of proteins sharing all peptides that are exclusive to the group (peptides are considered different only if they can be distinguished by evidence in mass spectrum).
MS:1002215MS1	PAnalyzer:non-conclusive protein	MS:1002215	1	A protein sharing all its matched peptides with either conclusive or indistinguishable proteins (peptides are considered different only if they can be distinguished by evidence in mass spectrum).
MS:1002216MS1	PAnalyzer:ambiguous group member	MS:1002216	1	A protein sharing at least one peptide not matched to either conclusive or indistinguishable proteins (peptides are considered different only if they can be distinguished by evidence in mass spectrum).
MS:1002217MS1	decoy peptide	MS:1002217	1	A putative identified peptide issued from a decoy sequence database.
MS:1002218MS1	percent collision energy ramp start	MS:1002218	1	Collision energy at the start of the collision energy ramp in percent, normalized to the mass of the ion.
MS:1002219MS1	percent collision energy ramp end	MS:1002219	1	Collision energy at the end of the collision energy ramp in percent, normalized to the mass of the ion.
MS:1002220MS1	MRMaid	MS:1002220	1	A web-based SRM assay design tool whose transitions are generated by mining the millions of identified peptide spectra held in the EBI's PRIDE database.
MS:1002221MS1	MRMaid:peptide score	MS:1002221	1	Score in MRMaid to indicate the expected performance of the peptide in SRM.
MS:1002222MS1	SRM transition attribute	MS:1002222	0	Attribute associated with a SRM transition.
MS:1002223MS1	precursor ion detection probability	MS:1002223	1	Probability of detecting precursor when parent protein is present.
MS:1002224MS1	product ion detection probability	MS:1002224	1	Probability of detecting product ion when precursor ion is present.
MS:1002225MS1	average product ion intensity	MS:1002225	1	Average value of product ion intensity in a collection of identified spectra.
MS:1002226MS1	product ion intensity standard deviation	MS:1002226	1	Standard deviation of product ion intensity in a collection of identified spectra.
MS:1002227MS1	number of product ion observations	MS:1002227	1	The number of times the specific product ion has been observed in a series of SRM experiments.
MS:1002228MS1	number of precursor ion observations	MS:1002228	1	The number of times the specific precursor ion has been observed in a series of SRM experiments.
MS:1002229MS1	ProteomeDiscoverer:Mascot:Significance Middle	MS:1002229	1	Calculated relaxed significance when performing a decoy search for high-confidence peptides.
MS:1002230MS1	ProteomeDiscoverer:Mascot:Significance High	MS:1002230	1	Calculated relaxed significance when performing a decoy search for medium-confidence peptides.
MS:1002231MS1	regular expressions for a GUID	MS:1002231	0	([A-Fa-f0-9]\{8\}-([A-Fa-f0-9]\{4\}-)\{3\}[A-Fa-f0-9]\{12\}).
MS:1002232MS1	ProteomeDiscoverer:Default FDR calculator	MS:1002232	1	The default FDR calculator as globally unique identifier (GUID).
MS:1002233MS1	ProteomeDiscoverer:SEQUEST:Low resolution spectra contained	MS:1002233	1	Flag indicating if low-resolution spectra are taken into consideration.
MS:1002234MS1	selected precursor m/z	MS:1002234	1	Mass-to-charge ratio of a precursor ion selected for fragmentation.
MS:1002235MS1	ProteoGrouper:PDH score	MS:1002235	1	A score assigned to a single protein accession (modelled as ProteinDetectionHypothesis in mzIdentML), based on summed peptide level scores.
MS:1002236MS1	ProteoGrouper:PAG score	MS:1002236	1	A score assigned to a protein group (modelled as ProteinAmbiguityGroup in mzIdentML), based on all summed peptide level scores that have been assigned to the group as unique or razor peptides.
MS:1002237MS1	mzidLib	MS:1002237	0	A library of Java routines for manipulating mzIdentML files.
MS:1002238MS1	mzidLib:Omssa2Mzid	MS:1002238	1	A converter for OMSSA OMX to mzIdentML.
MS:1002239MS1	mzidLib:Tandem2Mzid	MS:1002239	1	A converter for Tandem XML to mzIdentML.
MS:1002240MS1	mzidLib:Csv2Mzid	MS:1002240	1	A converter for CSV files (following OMSSA CSV style) to mzIdentML.
MS:1002241MS1	mzidLib:ProteoGrouper	MS:1002241	1	A generic and parameterizable protein inference algorithm for mzIdentML files.
MS:1002242MS1	mzidLib:Thresholder	MS:1002242	1	A routine for keeping only identifications passing a given threshold or setting passThreshold to true or false for SpectrumIdentificationItem or ProteinDetectionHypothesis in mzIdentML files.
MS:1002243MS1	mzidLib:Perform emPAI on mzid	MS:1002243	1	A routine for adding emPAI quantitative values to an mzIdentML file.
MS:1002244MS1	mzidLib:FalseDiscoveryRate	MS:1002244	1	A routine for calculating local FDR, q-value and FDRScore for mzIdentML files, based on a decoy search.
MS:1002245MS1	mzidLib:Mzidentml2Csv	MS:1002245	1	A tool for converting mzIdentML files to CSV format.
MS:1002246MS1	mzidLib:CombineSearchEngines	MS:1002246	1	A tool for combining results analysed in parallel in two or three search engines into a single mzIdentML file.
MS:1002247MS1	mzidLib:InsertMetaDataFromFasta	MS:1002247	1	A tool for adding additional meta data from a FASTA file to DBSequence entries (sequence and description) in mzIdentML files.
MS:1002248MS1	SEQUEST:spscore	MS:1002248	1	The SEQUEST result 'SpScore'.
MS:1002249MS1	SEQUEST:sprank	MS:1002249	1	The SEQUEST result 'SpRank'.
MS:1002250MS1	SEQUEST:deltacnstar	MS:1002250	1	The SEQUEST result 'DeltaCnStar'.
MS:1002251MS1	Comet	MS:1002251	1	Comet open-source sequence search engine developed at the University of Washington.
MS:1002252MS1	Comet:xcorr	MS:1002252	1	The Comet result 'XCorr'.
MS:1002253MS1	Comet:deltacn	MS:1002253	1	The Comet result 'DeltaCn'.
MS:1002254MS1	Comet:deltacnstar	MS:1002254	1	The Comet result 'DeltaCnStar'.
MS:1002255MS1	Comet:spscore	MS:1002255	1	The Comet result 'SpScore'.
MS:1002256MS1	Comet:sprank	MS:1002256	1	The Comet result 'SpRank'.
MS:1002257MS1	Comet:expectation value	MS:1002257	1	The Comet result 'Expectation value'.
MS:1002258MS1	Comet:matched ions	MS:1002258	1	The Comet result 'Matched Ions'.
MS:1002259MS1	Comet:total ions	MS:1002259	1	The Comet result 'Total Ions'.
MS:1002260MS1	PSM:FDR threshold	MS:1002260	1	False-discovery rate threshold for peptide-spectrum matches.
MS:1002261MS1	Byonic	MS:1002261	1	Byonic search engine from Protein Metrics.
MS:1002262MS1	Byonic:Score	MS:1002262	1	The Byonic score is the primary indicator of PSM correctness. The Byonic score reflects the absolute quality of the peptide-spectrum match, not the relative quality compared to other candidate peptides. Byonic scores range from 0 to about 1000, with 300 a good score, 400 a very good score, and PSMs with scores over 500 almost sure to be correct.
MS:1002263MS1	Byonic:Delta Score	MS:1002263	1	The drop in Byonic score from the top-scoring peptide to the next peptide with distinct sequence. In this computation, the same peptide with different modifications is not considered distinct.
MS:1002264MS1	Byonic:DeltaMod Score	MS:1002264	1	The drop in Byonic score from the top-scoring peptide to the next peptide different in any way, including placement of modifications. DeltaMod gives an indication of whether modifications are confidently localized; DeltaMod over 10.0 means that there is high likelihood that all modification placements are correct.
MS:1002265MS1	Byonic:PEP	MS:1002265	1	Byonic posterior error probability.
MS:1002266MS1	Byonic:Peptide LogProb	MS:1002266	1	The log p-value of the PSM. This is the log of the probability that the PSM with such a score and delta would arise by chance in a search of this size (size of the protein database, as expanded by the modification rules). A log p-value of -3.0 should happen by chance on only one of a thousand spectra. Caveat: it is very hard to compute a p-value that works for all searches and all spectra, so read Byonic p-values with a certain amount of skepticism.
MS:1002267MS1	Byonic:Protein LogProb	MS:1002267	1	The log p-value of the protein.
MS:1002268MS1	Byonic:Best LogProb	MS:1002268	1	Best (most negative) log p-value of an individual PSM.
MS:1002269MS1	Byonic:Best Score	MS:1002269	1	Best (largest) Byonic score of a PSM.
MS:1002270MS1	chromatography separation	MS:1002270	0	A technique by which molecules are separated by chemical and physical properties such as hydrophobicity or vapour pressure.
MS:1002271MS1	liquid chromatography separation	MS:1002271	1	Liquid chromatography (LC) is a separation technique in which the mobile phase is a liquid.
MS:1002272MS1	gas chromatography separation	MS:1002272	1	Gas chromatography (GC) is a separation technique in which the mobile phase is a gas.
MS:1002273MS1	detector potential	MS:1002273	1	Detector potential difference in volts.
MS:1002274MS1	SQ Detector 2	MS:1002274	1	Waters quadrupole based SQ Detector 2.
MS:1002275MS1	Xevo G2-S Tof	MS:1002275	1	Waters oa-ToF based Xevo G2-S Tof.
MS:1002276MS1	Xevo G2-S QTof	MS:1002276	1	Waters oa-ToF based Xevo G2-S QTof.
MS:1002277MS1	AutoSpec Premier	MS:1002277	1	Waters AutoSpec Premier.
MS:1002278MS1	Pegasus III	MS:1002278	1	LECO nominal mass resolution time-of-flight GC mass spectrometer.
MS:1002279MS1	maXis 4G	MS:1002279	1	Bruker Daltonics' maXis 4G: ESI Q-TOF, Nanospray, APCI, APPI, GC-APCI, CaptiveSpray.
MS:1002280MS1	compact	MS:1002280	1	Bruker Daltonics' compact: ESI Q-TOF, Nanospray, APCI, APPI, GC-APCI, CaptiveSpray.
MS:1002281MS1	SRM feature level quantitation	MS:1002281	1	Selected Reaction Monitoring feature level quantitation.
MS:1002282MS1	SRM peptide level quantitation	MS:1002282	1	Selected Reaction Monitoring peptide level quantitation.
MS:1002283MS1	SRM protein level quantitation	MS:1002283	1	Selected Reaction Monitoring protein level quantitation.
MS:1002284MS1	SRM proteingroup level quantitation	MS:1002284	1	Selected Reaction Monitoring proteingroup level quantitation.
MS:1002285MS1	Trans-Proteomic Pipeline	MS:1002285	0	A suite of open source tools for the processing of MS2 proteomics data developed by the Seattle Proteome Center at the Institute for Systems Biology.
MS:1002286MS1	Trans-Proteomic Pipeline software	MS:1002286	0	A software program that is a component of the Trans-Proteomic Pipeline.
MS:1002287MS1	PeptideProphet	MS:1002287	1	A program in the TPP that calculates PSM probabilities for MS2 proteomics data searched with any of the supported sequence or spectral library search engines via the pepXML format.
MS:1002288MS1	iProphet	MS:1002288	1	A program in the TPP that calculates distinct peptide probabilities based on several lines of corroborating evidence including search results from multiple search engines via the pepXML format.
MS:1002289MS1	ProteinProphet	MS:1002289	1	A program in the TPP that calculates protein-level probabilities based on input PSM or peptide-level probabilities from PeptideProphet or iProphet. The output is written in the protXML format.
MS:1002290MS1	XPRESS	MS:1002290	1	A program in the TPP that calculates PSM-level abundances based on 2-channel isotope-labelled data such as ICAT, SILAC, etc.
MS:1002291MS1	Libra	MS:1002291	1	A program in the TPP that calculates PSM, peptide, and protein-level abundances based on N-channel isobaric label peptide data such as iTRAQ, TMT, etc.
MS:1002292MS1	PTMProphet	MS:1002292	1	A program in the TPP that calculates PTM localization probabilities by re-analyzing the peaks that are available to distinguish between possible modification sites.
MS:1002293MS1	Bruker Daltonics SCION series	MS:1002293	0	Bruker Daltonics' SCION series.
MS:1002294MS1	Bruker Daltonics EVOQ series	MS:1002294	0	Bruker Daltonics' EVOQ series.
MS:1002295MS1	SCION SQ	MS:1002295	1	Bruker Daltonics' SCION SQ: GC-single quadrupole.
MS:1002296MS1	SCION TQ	MS:1002296	1	Bruker Daltonics' SCION TQ: GC-triple quadrupole.
MS:1002297MS1	EVOQ Elite	MS:1002297	1	Bruker Daltonics' EVOQ Elite: LC-triple quadrupole.
MS:1002298MS1	EVOQ Qube	MS:1002298	1	Bruker Daltonics' EVOQ Qube: LC-triple quadrupole.
MS:1002299MS1	micrOTOF-Q III	MS:1002299	1	Bruker Daltonics' micrOTOF-Q III: ESI Q-TOF, Nanospray, APCI, APPI, GC-APCI, CaptiveSpray.
MS:1002300MS1	amaZon Speed ETD	MS:1002300	1	Bruker Daltonics' amaZon Speed ETD: ESI quadrupole ion trap, Nanospray, APCI, APPI, ETD, PTR, GC-APCI, CaptiveSpray.
MS:1002301MS1	amaZon Speed	MS:1002301	1	Bruker Daltonics' amaZon ETD: ESI quadrupole ion trap, Nanospray, APCI, APPI, GC-APCI, CaptiveSpray.
MS:1002302MS1	Bruker Container format	MS:1002302	1	Bruker Container raw file format.
MS:1002303MS1	Bruker Container nativeID format	MS:1002303	1	Native identifier (UUID).
MS:1002304MS1	domain range	MS:1002304	0	Domain range of a numerical value.
MS:1002305MS1	value between 0 and 1 inclusive	MS:1002305	1	Value range for probabilities.
MS:1002306MS1	value greater than zero	MS:1002306	1	Positive value range.
MS:1002307MS1	fragmentation ion type	MS:1002307	0	Type of fragment ion based on where the backbone breaks, such as a y ion or a c ion.
MS:1002308MS1	fluorescence detector	MS:1002308	0	A detector using a fluorescent signal after excitation with light.
MS:1002309MS1	Byonic: Peptide AbsLogProb	MS:1002309	1	The absolute value of the log-base10 of the Byonic posterior error probability (PEP) of the PSM.
MS:1002310MS1	Byonic: Protein AbsLogProb	MS:1002310	1	The absolute value of the log-base10 of the Byonic posterior error probability (PEP) of the protein.
MS:1002311MS1	Byonic: Peptide AbsLogProb2D	MS:1002311	1	The absolute value of the log-base10 Byonic two-dimensional posterior error probability (PEP) of the PSM. The two-dimensional PEP takes into account protein ranking information as well as PSM information.
MS:1002312MS1	MS-Numpress linear prediction compression	MS:1002312	1	Compression using MS-Numpress linear prediction compression.
MS:1002313MS1	MS-Numpress positive integer compression	MS:1002313	1	Compression using MS-Numpress positive integer compression.
MS:1002314MS1	MS-Numpress short logged float compression	MS:1002314	1	Compression using MS-Numpress short logged float compression.
MS:1002315MS1	consensus result	MS:1002315	1	Indicates a consensus result from several search engine runs.
MS:1002316MS1	ProteomeDiscoverer:Amanda:high confidence threshold	MS:1002316	1	Strict confidence probability score.
MS:1002317MS1	ProteomeDiscoverer:Amanda:middle confidence threshold	MS:1002317	1	Relaxed confidence probability score.
MS:1002318MS1	ProteomeDiscoverer:automatic workload	MS:1002318	1	Flag indicating automatic estimation of the workload level.
MS:1002319MS1	Amanda:AmandaScore	MS:1002319	1	The Amanda score of the scoring function for a PSM.
MS:1002320MS1	ProteomeDiscoverer:max differential modifications	MS:1002320	1	Maximum dynamic modifications per PSM.
MS:1002321MS1	ProteomeDiscoverer:max equal modifications	MS:1002321	1	Maximum equal modifications per PSM.
MS:1002322MS1	ProteomeDiscoverer:min peptide length	MS:1002322	1	Minimum peptide length.
MS:1002323MS1	ProteomeDiscoverer:max peptide length	MS:1002323	1	Maximum peptide length.
MS:1002324MS1	ProteomeDiscoverer:max number neutral loss	MS:1002324	1	Maximum number of same neutral losses.
MS:1002325MS1	ProteomeDiscoverer:max number neutral loss modifications	MS:1002325	1	Max number of same neutral losses of modifications.
MS:1002326MS1	ProteomeDiscoverer:use flanking ions	MS:1002326	1	Flag for usage of flanking ions.
MS:1002327MS1	ProteomeDiscoverer:max number of same modifs	MS:1002327	1	The maximum number of possible equal modifications per PSM.
MS:1002328MS1	ProteomeDiscoverer:perform deisotoping	MS:1002328	1	Defines whether a simple deisotoping shall be performed.
MS:1002329MS1	ProteomeDiscoverer:ion settings	MS:1002329	1	Specifies the fragment ions and neutral losses that are calculated.
MS:1002332MS1	lab head	MS:1002332	1	The scientist responsible for personnel, grants, and instrumentation in a functional laboratory group.
MS:1002333MS1	conversion software	MS:1002333	0	Computer software primarily designed to convert data represented in one format to another format, sometimes with minor data alterations in the process.
MS:1002334MS1	ProCon	MS:1002334	1	Java software designed to convert one of several proteomics identification results formats into mzIdentML or PRIDE XML.
MS:1002335MS1	PRIDE Converter2	MS:1002335	1	Java software designed to convert one of several proteomics identification results formats into PRIDE XML.
MS:1002336MS1	Amanda	MS:1002336	1	Amanda scoring system for PSM identification.
MS:1002337MS1	Andromeda	MS:1002337	1	Andromeda is a peptide search engine.
MS:1002338MS1	Andromeda:score	MS:1002338	1	The probability based score of the Andromeda search engine.
MS:1002339MS1	site:global FDR	MS:1002339	1	Estimation of global false discovery rate of peptides with a post-translational modification.
MS:1002340MS1	ProteomeXchange project tag	MS:1002340	1	Tag that can be added to a ProteomeXchange dataset, to enable the grouping of datasets. One tag can be used for indicating that a given dataset is part of a bigger project, like e.g. the Human Proteome Project.
MS:1002341MS1	second-pass peptide identification	MS:1002341	1	A putative identified peptide found in a second-pass search of protein sequences selected from a first-pass search.
MS:1002342MS1	MZmine	MS:1002342	1	A framework for differential analysis of mass spectrometry data.
MS:1002344MS1	Maltcms	MS:1002344	1	Modular Application Toolkit for Chromatography Mass-Spectrometry is an application framework mainly for developers.
MS:1002345MS1	PSM-level result details	MS:1002345	0	Peptide spectrum match level information.
MS:1002346MS1	protein group-level result details	MS:1002346	0	Protein group level information.
MS:1002347MS1	PSM-level identification confidence metric	MS:1002347	0	Identification confidence metric for a peptide spectrum match.
MS:1002348MS1	protein group-level identification confidence metric	MS:1002348	0	Identification confidence metric for a protein group.
MS:1002349MS1	value greater than zero but less than or equal to one	MS:1002349	1	Positive value range less than or equal to 1.
MS:1002350MS1	PSM-level global FDR	MS:1002350	1	Estimation of the global false discovery rate of peptide spectrum matches.
MS:1002351MS1	PSM-level local FDR	MS:1002351	1	Estimation of the local false discovery rate of peptide spectrum matches.
MS:1002352MS1	PSM-level p-value	MS:1002352	1	Estimation of the p-value for peptide spectrum matches.
MS:1002353MS1	PSM-level e-value	MS:1002353	0	Estimation of the e-value for peptide spectrum matches.
MS:1002354MS1	PSM-level q-value	MS:1002354	0	Estimation of the q-value for peptide spectrum matches.
MS:1002355MS1	PSM-level FDRScore	MS:1002355	1	FDRScore for peptide spectrum matches.
MS:1002356MS1	PSM-level combined FDRScore	MS:1002356	1	Combined FDRScore for peptide spectrum matches specifically obtained for distinct combinations of single, pairs or triplets of search engines making a given PSM, used for integrating results from these distinct pools.
MS:1002357MS1	PSM-level probability	MS:1002357	1	Probability that the reported peptide ion is truly responsible for some or all of the components of the specified mass spectrum.
MS:1002358MS1	search engine specific score for distinct peptides	MS:1002358	0	Search engine specific distinct peptide score.
MS:1002359MS1	distinct peptide-level local FDR	MS:1002359	1	Estimation of the local false discovery rate for distinct peptides once redundant identifications of the same peptide have been removed (id est multiple PSMs have been collapsed to one entry).
MS:1002360MS1	distinct peptide-level FDRScore	MS:1002360	1	FDRScore for distinct peptides once redundant identifications of the same peptide have been removed (id est multiple PSMs have been collapsed to one entry).
MS:1002361MS1	distinct peptide-level combined FDRScore	MS:1002361	1	Combined FDRScore for peptides once redundant identifications of the same peptide have been removed (id est multiple PSMs have been collapsed to one entry) specifically obtained for distinct combinations of single, pairs or triplets of search engines making a given peptide, used for integrating results from these distinct pools.
MS:1002362MS1	distinct peptide-level probability	MS:1002362	1	Probability that the reported distinct peptide sequence (irrespective of mass modifications) has been correctly identified via the referenced PSMs.
MS:1002363MS1	search engine specific score for proteins	MS:1002363	0	Search engine specific protein scores.
MS:1002364MS1	protein-level local FDR	MS:1002364	1	Estimation of the local false discovery rate of proteins.
MS:1002365MS1	FDRScore for proteins	MS:1002365	1	FDRScore for proteins specifically obtained for distinct combinations of single, pairs or triplets of search engines making a given PSM, used for integrating results from these distinct pools.
MS:1002366MS1	combined FDRScore for proteins	MS:1002366	1	Combined FDRScore for proteins.
MS:1002367MS1	probability for proteins	MS:1002367	1	Probability that a specific protein sequence has been correctly identified from the PSM and distinct peptide evidence, and based on the available protein sequences presented to the analysis software.
MS:1002368MS1	search engine specific score for protein groups	MS:1002368	0	Search engine specific protein group scores.
MS:1002369MS1	protein group-level global FDR	MS:1002369	1	Estimation of the global false discovery rate of protein groups.
MS:1002370MS1	protein group-level local FDR	MS:1002370	1	Estimation of the local false discovery rate of protein groups.
MS:1002371MS1	protein group-level p-value	MS:1002371	1	Estimation of the p-value for protein groups.
MS:1002372MS1	protein group-level e-value	MS:1002372	1	Estimation of the e-value for protein groups.
MS:1002373MS1	protein group-level q-value	MS:1002373	1	Estimation of the q-value for protein groups.
MS:1002374MS1	protein group-level FDRScore	MS:1002374	1	FDRScore for protein groups.
MS:1002375MS1	protein group-level combined FDRScore	MS:1002375	1	Combined FDRScore for proteins specifically obtained for distinct combinations of single, pairs or triplets of search engines making a given PSM, used for integrating results from these distinct pools.
MS:1002376MS1	protein group-level probability	MS:1002376	1	Probability that at least one of the members of a group of protein sequences has been correctly identified from the PSM and distinct peptide evidence, and based on the available protein sequences presented to the analysis software.
MS:1002377MS1	ProteomeDiscoverer:Relaxed Score Threshold	MS:1002377	1	Specifies the threshold value for relaxed scoring.
MS:1002378MS1	ProteomeDiscoverer:Strict Score Threshold	MS:1002378	1	Specifies the threshold value for strict scoring.
MS:1002379MS1	ProteomeDiscoverer:Peptide Without Protein Cut Off Score	MS:1002379	1	Cut off score for storing peptides that do not belong to a protein.
MS:1002380MS1	false localization rate	MS:1002380	1	Estimation of the false localization rate for modification site assignment.
MS:1002381MS1	MALDI Solutions LC-MALDI	MS:1002381	1	Software for automated LC-MALDI analysis and reporting.
MS:1002382MS1	Shimadzu MALDI-7090	MS:1002382	1	Shimadzu MALDI-7090: MALDI-TOF-TOF.
MS:1002383MS1	SCiLS software	MS:1002383	0	SCiLS software for data acquisition and analysis.
MS:1002384MS1	SCiLS Lab	MS:1002384	1	SCiLS Lab software.
MS:1002385MS1	SCiLS Lab format	MS:1002385	1	SCiLS Lab file format.
MS:1002386MS1	preprocessing software	MS:1002386	1	Preprocessing software.
MS:1002387MS1	PIA	MS:1002387	1	PIA - Protein Inference Algorithms, a toolbox for protein inference and identification analysis.
MS:1002388MS1	PIA XML format	MS:1002388	1	A compilation of search engine results in the PIA XML format.
MS:1002389MS1	PIA workflow parameter	MS:1002389	0	A parameter set for a single PIA analysis.
MS:1002390MS1	PIA:FDRScore calculated	MS:1002390	1	Indicates whether the FDR score was calculated for the input file.
MS:1002391MS1	PIA:Combined FDRScore calculated	MS:1002391	1	Indicates whether the combined FDR score was calculated for the PIA compilation.
MS:1002392MS1	PIA:PSM sets created	MS:1002392	1	Indicates whether PSM sets were created.
MS:1002393MS1	PIA:used top identifications for FDR	MS:1002393	1	The number of top identifications per spectrum used for the FDR calculation, 0 means all.
MS:1002394MS1	PIA:protein score	MS:1002394	1	The score given to a protein by any protein inference.
MS:1002395MS1	PIA:protein inference	MS:1002395	1	The used algorithm for the protein inference using PIA.
MS:1002396MS1	PIA:protein inference filter	MS:1002396	1	A filter used by PIA for the protein inference.
MS:1002397MS1	PIA:protein inference scoring	MS:1002397	1	The used scoring method for the protein inference using PIA.
MS:1002398MS1	PIA:protein inference used score	MS:1002398	1	The used base score for the protein inference using PIA.
MS:1002399MS1	PIA:protein inference used PSMs	MS:1002399	1	The method to determine the PSMs used for scoring by the protein inference.
MS:1002400MS1	PIA:filter	MS:1002400	1	A filter used for the report generation.
MS:1002401MS1	leading protein	MS:1002401	1	At least one protein within each group should be annotated as a leading protein to indicate it has the strongest evidence, or approximately equal evidence as other group members.
MS:1002402MS1	non-leading protein	MS:1002402	1	Zero to many proteins within each group should be annotated as non-leading to indicate that other proteins have stronger evidence.
MS:1002403MS1	group representative	MS:1002403	1	An arbitrary and optional flag applied to exactly one protein per group to indicate it can serve as the representative of the group, amongst leading proteins, in effect serving as a tiebreaker for approaches that require exactly one group representative.
MS:1002404MS1	count of identified proteins	MS:1002404	1	The number of proteins that have been identified, which must match the number of groups that pass the threshold in the file.
MS:1002405MS1	protein cluster details	MS:1002405	0	Details describing a protein cluster.
MS:1002406MS1	count of identified clusters	MS:1002406	1	The number of protein clusters that have been identified, which must match the number of clusters that pass the threshold in the file.
MS:1002407MS1	cluster identifier	MS:1002407	1	An identifier applied to protein groups to indicate that they are linked by shared peptides.
MS:1002408MS1	number of distinct protein sequences	MS:1002408	1	The number of protein clusters that have been identified, which must match the number of clusters that pass the threshold in the file.
MS:1002409MS1	marginally distinguished protein	MS:1002409	1	Assigned to a non-leading protein that has some independent evidence to support its presence relative to the leading protein(s), e.g. the protein may have a unique peptide but not sufficient to be promoted as a leading protein of another group.
MS:1002410MS1	Anubis	MS:1002410	1	Anubis software for selected reaction monitoring data.
MS:1002411MS1	TraML format	MS:1002411	1	The TraML format for transitions in SRM from the PSI. File extension '.TraML'.
MS:1002412MS1	total XIC area	MS:1002412	1	Summed area of all the extracted ion chromatogram for the peptide (e.g. of all the transitions in SRM).
MS:1002413MS1	product background	MS:1002413	1	The background area for the quantified transition.
MS:1002414MS1	postprocessing software	MS:1002414	0	Postprocessing software.
MS:1002415MS1	protein group passes threshold	MS:1002415	1	A Boolean attribute to determine whether the protein group has passed the threshold indicated in the file.
MS:1002416MS1	Orbitrap Fusion	MS:1002416	1	Thermo Scientific Orbitrap Fusion.
MS:1002417MS1	Orbitrap Fusion ETD	MS:1002417	1	Thermo Scientific Orbitrap Fusion with ETD.
MS:1002418MS1	TSQ Quantiva	MS:1002418	1	Thermo Scientific TSQ Quantiva MS.
MS:1002419MS1	TSQ Endura	MS:1002419	1	Thermo Scientific TSQ Endura MS.
MS:1002420MS1	PASSEL experiment URI	MS:1002420	1	URI that allows access to a PASSEL experiment.
MS:1002421MS1	Paragon input parameter	MS:1002421	0	Search engine input parameters specific to Paragon.
MS:1002422MS1	Paragon: sample type	MS:1002422	1	The Paragon method setting indicating the type of sample at the high level, generally meaning the type of quantitation labelling or lack thereof. 'Identification' is indicated for samples without any labels for quantitation.
MS:1002423MS1	Paragon: cysteine alkylation	MS:1002423	1	The Paragon method setting indicating the actual cysteine alkylation agent; 'None' is indicated if there was no cysteine alkylation.
MS:1002424MS1	Paragon: instrument setting	MS:1002424	1	The Paragon method setting (translating to a large number of lower level settings) indicating the instrument used or a category of instrument.
MS:1002425MS1	Paragon: search effort	MS:1002425	1	The Paragon method setting that controls the two major modes of search effort of the Paragon algorithm: the Rapid mode uses a conventional database search, while the Thorough mode uses a hybrid search, starting with the same approach as the Rapid mode but then follows it with a separate tag-based approach enabling a more extensive search.
MS:1002426MS1	Paragon: ID focus	MS:1002426	1	A Paragon method setting that allows the inclusion of large sets of features such as biological modification or substitutions.
MS:1002427MS1	Paragon: FDR analysis	MS:1002427	1	The Paragon method setting that controls whether FDR analysis is conducted.
MS:1002428MS1	Paragon: quantitation	MS:1002428	1	The Paragon method setting that controls whether quantitation analysis is conducted.
MS:1002429MS1	Paragon: background correction	MS:1002429	1	The Paragon method setting that controls whether the 'Background Correction' analysis is conducted; this processing estimates a correction to the attenuation in extremity ratios that can occur in isobaric quantatitation workflows on complex samples.
MS:1002430MS1	Paragon: bias correction	MS:1002430	1	The Paragon method setting that controls whether 'Bias Correction' is invoked in quantitation analysis; this correction is a normalization to set the central tendency of protein ratios to unity.
MS:1002431MS1	Paragon: channel to use as denominator in ratios	MS:1002431	1	The Paragon method setting that controls which label channel is used as the denominator in calculating relative expression ratios.
MS:1002432MS1	search engine specific input metadata	MS:1002432	0	Search engine specific metadata that are not user-controlled settings.
MS:1002433MS1	Paragon: modified data dictionary or parameter translation	MS:1002433	1	This metric detects if any changes have been made to the originally installed key control files for the software; if no changes have been made, then the software version and settings are sufficient to enable exact reproduction; if changes have been made, then the modified ParameterTranslation- and ProteinPilot DataDictionary-XML files much also be provided in order to exactly reproduce a result.
MS:1002434MS1	number of spectra searched	MS:1002434	1	Number of spectra in a search.
MS:1002435MS1	data processing start time	MS:1002435	1	The time that a data processing action was started.
MS:1002436MS1	Paragon: digestion	MS:1002436	1	The Paragon method setting indicating the actual digestion agent - unlike other search tools, this setting does not include options that control partial specificity like 'semitrypsin'; if trypsin is used, trypsin is set, and partially conforming peptides are found in the Thorough mode of search; 'None' should be indicated only if there was really no digestion done.
MS:1002437MS1	number of decoy sequences	MS:1002437	1	The number of decoy sequences, if the concatenated target-decoy approach is used.
MS:1002438MS1	spectrum identification list result details	MS:1002438	0	Information about the list of PSMs (SpectrumIdentificationList).
